"Task","Dataset","Subject","Raw Task Key","Input Text","Target Texts","Generated Text","Bleu1","Bleu2","Rouge1-recall","Sentiment label","Relation label","GM\.BLEU1@MTV00","GM\.BLEU1@MTV01","GM\.BLEU1@MTV02","GM\.BLEU1@MTV03","GM\.BLEU1@MTV04","GM\.BLEU1@MTV05","GM\.BLEU1@MTV06","GM\.BLEU1@MTV07","GM\.BLEU1@RAW","GM\.BLEU2@MTV00","GM\.BLEU2@MTV01","GM\.BLEU2@MTV02","GM\.BLEU2@MTV03","GM\.BLEU2@MTV04","GM\.BLEU2@MTV05","GM\.BLEU2@MTV06","GM\.BLEU2@MTV07","GM\.BLEU2@RAW","GM\.ROUGE1@MTV00","GM\.ROUGE1@MTV01","GM\.ROUGE1@MTV02","GM\.ROUGE1@MTV03","GM\.ROUGE1@MTV04","GM\.ROUGE1@MTV05","GM\.ROUGE1@MTV06","GM\.ROUGE1@MTV07","GM\.ROUGE1@RAW","Rouge1-precision","Rouge1-fmeasure","WER","Bleu3","Bleu4","Generated Text (w/tf)","Bleu1 (w/tf)","Bleu2 (w/tf)","Rouge1-precision (w/tf)","Rouge1-fmeasure (w/tf)","WER (w/tf)","Bleu3 (w/tf)","Bleu4 (w/tf)","Rouge1-recall (w/tf)"
"<NR>","ZuCo2","YFS","task2","At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.","A newscaster asked Dole if he had anything to say to Bush during an interview.,A reporter once asked Dole if he had anything to say to Bush during an interview with both of them.,A newscaster asked Bob Dole if he had any message for George Bush during an interview with both of them.,A newscaster once asked Dole if he had anything to say to Bush.,A newscaster once asked Dole if he had a message for Bush.,A newscaster once asked Dole to comment on Bush.,At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.,When Dole was asked if he had anything to say to Bush, he said, ""No, I don't have anything to say.""","He was married to actress Kim Basinger from 1993 to 2002.","0.24902746081352234","0","0.23076923191547394","nan","nan","0.12638981640338898","0.08022421598434448","0","0.1515914499759674","0","0.09090908616781235","0.07638184726238251","0.10987918078899384","0.07638184726238251","0","0","0","0","0","0","0","0","0","0.20000000298023224","0.15000000596046448","0.05000000074505806","0.23076923191547394","0.0833333358168602","0.1111111119389534","0.1599999964237213","0.1818181872367859","0.1599999964237213","0.27272728085517883","0.25","0.9200000166893005","0","0","He  was the Toma popular as for  toa  in   the,a was aftert.a thea was several on the  the.., Henry Henry Bush Ott Hans Barrett A A A A A T T T T T T M M M M She M M She She She She","0.021739130839705467","0","0.1041666641831398","0.13698630034923553","1.7999999523162842","0","0","0.20000000298023224"
"<NR>","ZuCo2","YFS","task2","Their greed leads to distrust and dishonesty, and eventually the society crumbles.","Greed leads to a breakdown in society.,Greed can destroy a society.,Greed leads to a breakdown of society.,Greed can destroy a society.,Greed can destroy a society.,Greed can destroy a society.,Their greed leads to distrust and dishonesty, and eventually the society crumbles.,Don't be greedy. Don't be dishonest. Don't be dishonest. Don't be dishonest. Don't be dishonest. Don't be dishonest. Don't be dishonest. Don't be dishonest.","He was reelected twice, but was a a blobedesque after the throgir-grand generation.","0.15384617447853088","0","0.20000000298023224","nan","nan","0.07692307978868484","0.07692307978868484","0.07692307978868484","0.07692307978868484","0.07692307978868484","0.07692307978868484","0.07692307978868484","0","0.07692307978868484","0","0","0","0","0","0","0","0","0","0.1428571492433548","0.20000000298023224","0.1428571492433548","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.0833333358168602","0","0.0833333358168602","0.0714285746216774","0.10526315867900848","1","0","0","He thed in portrait, known  ofe. George   great, e,.,                                     ","0","0","0","0","1","0","0","0"
"<NR>","ZuCo2","YFS","task2","She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.","She died of strokes and lung cancer on November 6, 2004, in Tarzana, California, at age 70.,She died of illness on November 6, 2004, in California at the age of 70.,She died of multiple strokes and lung cancer in Tarzana, California on November 6, 2004 at the age of 70.,She died of multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at 70.,She died on November 6, 2004.,She died on November 6, 2004.,She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.,She died on November 6, 2004 in Tarzana, California at the age of 70.","He died at the age of the New York Stock S..","0.3460456430912018","0.28112879395484924","0.3571428656578064","nan","nan","0.21075575053691864","0.31597453355789185","0.2005605250597","0.15806680917739868","0.09090908616781235","0.09090908616781235","0.2005605250597","0.3460456430912018","0.2005605250597","0","0.2566989064216614","0.16293613612651825","0","0","0","0.16293613612651825","0.28112879395484924","0.16293613612651825","0.23529411852359772","0.3333333432674408","0.25","0.1764705926179886","0.1666666716337204","0.1666666716337204","0.25","0.3571428656578064","0.25","0.4545454680919647","0.4000000059604645","0.949999988079071","0.2373475283384323","0.18886655569076538","He worked, thely in was is station. the 3,.. 18d.. Le. Missouri   s strength.     Kennedy Kennedy Kennedy Kennedy She She She She She She She She She She She She She She She She     ","0.0882352963089943","0","0.0882352963089943","0.1111111119389534","1.7000000476837158","0","0","0.15000000596046448"
"<NR>","ZuCo2","YFS","task2","But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.","Evelyn had an operation for appendicitis as a teenager, arranged by White.,White helped Evelyn get surgery for appendicitis when she was still a teenager.,Evelyn underwent an operation for appendicitis arranged by White.,Evelyn underwent an operation for appendicitis, arranged by White.,Evelyn underwent an operation for appendicitis arranged by White.,White arranged for Evelyn to undergo an operation for appendicitis.,But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.,Evelyn's mother, Mrs White, was unable to find a doctor willing to treat her daughter, who was still in the womb.","He was reelected twice, but was a a blodad.","0.3333333134651184","0","0.13636364042758942","nan","nan","0.07961457967758179","0.14248453080654144","0","0","0","0","0","0.08786571770906448","0","0","0","0","0","0","0","0","0","0","0.0833333358168602","0.1538461595773697","0","0","0","0","0.0625","0.13636364042758942","0.0625","0.3333333432674408","0.19354838132858276","1","0","0","He territory,ternive   a in the first oflive Show.can and. George the aunt, the withmorelya.. before            Kennedy                    ","0.0625","0","0.1111111119389534","0.11764705926179886","1.0666667222976685","0","0","0.125"
"<NR>","ZuCo2","YFS","task2","His dying words were 'Die? I should say not, dear fellow'.","His last words were 'I will not die'.,He said 'I should not die' as his last words.,He said ""I should not die"" as his last words.,He said ""I should not die"" before he died.,He said ""I should not die"" before he died.,He said 'I should not die' before he died.,His dying words were 'Die? I should not say not, dear fellow'.,It was the last time he saw his father, who had died in a car crash, before he died of a heart attack.","He was reelected twice, but was the younger brother of President Harry S. Bay.","0.2857142984867096","0.14824986457824707","0.17391304671764374","nan","nan","0","0.0714285671710968","0.0714285671710968","0.0714285671710968","0.0714285671710968","0.0714285671710968","0","0.11266884952783585","0","0","0","0","0","0","0","0","0.06750494986772537","0","0","0.10000000149011612","0.10000000149011612","0.1111111119389534","0.1111111119389534","0.1111111119389534","0","0.17391304671764374","0","0.2857142984867096","0.21621622145175934","1.2727272510528564","0","0","He maternal blue of machstK' she how avoid but often for  forward She She She He                                ","0","0","0","0","1.454545497894287","0","0","0"
"<NR>","ZuCo2","YFS","task2","The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.","He was made a major in the U.S. Army the next month and led an expedition through the American West.,He was made a major in the U.S. Army the next month and led an expedition through the American West in areas acquired in the Louisiana Purchase.,John Wesley Powell was appointed as a brevet major in the U.S. Army to lead an expedition through the American West in areas acquired in the Louisiana Purchase.,He was appointed to lead an expedition through the American West as a brevet major in the U.S. Army.,He was appointed to lead an expedition through the American West as a brevet major in the U.S. Army.,He was appointed to lead an expedition through the American West as a brevet major in the U.S. Army.,The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.,The following month, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.","He was re-elected twice, but was the younger brother of George W. Bush.","0.14545689523220062","0.08740870654582977","0.15000000596046448","nan","nan","0.1346874088048935","0.07860969752073288","0.048526354134082794","0.14545689523220062","0.14545689523220062","0.14545689523220062","0.04493352398276329","0.08314354717731476","0.04493352398276329","0.08093705773353577","0.0472385473549366","0","0.08740870654582977","0.08740870654582977","0.08740870654582977","0","0","0","0.1428571492433548","0.1071428582072258","0.06896551698446274","0.15000000596046448","0.15000000596046448","0.15000000596046448","0.10000000149011612","0.1428571492433548","0.10000000149011612","0.2142857164144516","0.1764705926179886","0.931034505367279","0","0","He family films, is a  title about the.S. Senator, he was given by the firmight. the  Civilport and the of the the early movementionss before   She She She She She She  She Kennedy     ","0.1818181872367859","0.07537783682346344","0.23529411852359772","0.25","1.0689655542373657","0","0","0.2666666805744171"
"<NR>","ZuCo2","YFS","task2","She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.","She was named after Margaret Groening, the mother of Matt Groening, the creator of The Simpsons.,She was named after Margaret Groening, mother of Matt Groening, the creator of The Simpsons.,Matt Groening, creator of The Simpsons, named his daughter Margaret after his mother, Margaret Marge Groening.,Matt Groening, the creator of The Simpsons, named his daughter after Margaret Marge Groening, his mother.,She was named after Matt Groening's mother Margaret Marge Groening.,She was named after Margaret Groening, the mother of Matt Groening, The Simpsons creator.,She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.,The Simpsons creator's daughter, Marge, has been named after her mother, Marge Groening.","He was reelected twice, but was the younger brother of President Harry S. Seas, and the wife of Homerttes.","0.2631579041481018","0","0.3333333432674408","nan","nan","0.2631579041481018","0.21052633225917816","0.05263158306479454","0.10526316612958908","0.05263158306479454","0.15789473056793213","0.15789473056793213","0","0.15789473056793213","0","0","0","0","0","0","0","0","0","0.3125","0.3333333432674408","0.125","0.1875","0.1818181872367859","0.2857142984867096","0.2666666805744171","0.1428571492433548","0.2666666805744171","0.2631579041481018","0.29411765933036804","1.1333333253860474","0","0","He worked  after his Milee,uch,thing and, Williamttyh and, the Queen.,. before                                     ","0.06319490075111389","0","0.1538461595773697","0.1428571492433548","0.9333333373069763","0","0","0.13333334028720856"
"<NR>","ZuCo2","YFS","task2","He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.","He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles, California.,He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles, California.,He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles.,He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles.,He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles, California.,He was cremated and buried in Eden Memorial Park Cemetery in Los Angeles, California.,He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.,He was buried in the Mission Hills Cemetery in Los Angeles, California.","He was the younger brother of actors when a utterrier, his family in this decades.","0.2666666805744171","0.13801312446594238","0.3333333432674408","nan","nan","0.19999998807907104","0.19999998807907104","0.19999998807907104","0.19999998807907104","0.19999998807907104","0.19999998807907104","0.19107501208782196","0.2666666805744171","0.19107501208782196","0.11952286958694458","0.11952286958694458","0.11952286958694458","0.11952286958694458","0.11952286958694458","0.11952286958694458","0.09889072179794312","0.13801312446594238","0.09889072179794312","0.2142857164144516","0.2142857164144516","0.23076923191547394","0.23076923191547394","0.2142857164144516","0.2142857164144516","0.20000000298023224","0.3333333432674408","0.20000000298023224","0.2666666805744171","0.29629629850387573","0.800000011920929","0","0","He was thee the usually  younger'. active-bil early early  in. at December,. where-. although to Grant before                                  ","0.14792178571224213","0.08803106844425201","0.2222222238779068","0.21052631735801697","0.8500000238418579","0","0","0.20000000298023224"
"<NR>","ZuCo2","YFS","task2","Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.","Charles II married in 1662 in Portsmouth and got control of Tangier and Bombay as a result.,Charles II married on May 3 or May 21, 1662, in Portsmouth.,Charles II married Catherine of Braganza on May 3 or May 21, 1662, in Portsmouth.,Charles II married Catherine of Braganza on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.,Charles II married in 1662 and received Tangier and Bombay as her dowry.,Charles II married in 1662 and gained control of Tangier and Bombay as his wife's dowry.,Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.,Charles II married Elizabeth I in 1662, and her dowry brought Tangier and Bombay to British control.","He was re-elected twice.","0","0","0","nan","nan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","He refused did President 1993 18 18 n his38.  Boston). and the fatherattes, himis by eo, George Syn in. before D B B B B Anton Anton Ne She       Law Law Law Law Law Law Law Law Law Law Ar Ar Ar Law He","0.022727271541953087","0","0.04545454680919647","0.06060606241226196","2","0","0","0.09090909361839294"
"<NR>","ZuCo2","YFS","task2","She died in Lisbon in 1705.","She died in Lisbon in 1705.,She died in Lisbon in 1705.,Isabel Lusa, Princess of Beira died in Lisbon in 1705.,Maria Sibylla Merian died in Lisbon in 1705.,She died in Lisbon in 1705.,She died in Lisbon in 1705.,She died in Lisbon in 1705.,She was one of the first Portuguese women to be crowned queen of Portugal.","He died of account, but his family, often -sno.","0.19885316491127014","0","0.20000000298023224","nan","nan","0.1111111044883728","0.1111111044883728","0.19885316491127014","0.1111111044883728","0.1111111044883728","0.1111111044883728","0.1111111044883728","0.06375037878751755","0.1111111044883728","0","0","0","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.20000000298023224","0.125","0.1666666716337204","0.1666666716337204","0.1666666716337204","0.0714285746216774","0.1666666716337204","0.2222222238779068","0.21052631735801697","1.3333333730697632","0","0","He is, the writing 1838.. only  Do Do  He                                  ","0","0","0","0","1.5","0","0","0"
"<NR>","ZuCo2","YFS","task2","Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.","John F. Kennedy became the youngest U.S. president at age 43.,John F. Kennedy was the youngest person to be elected president of the United States at 43 years old.,John F. Kennedy was elected as the President of the United States at the age of 43.,John F. Kennedy was elected president of the United States at the age of 43.,Kennedy was elected president of the United States at the age of 43.,Kennedy was elected president of the United States at the age of 43.,Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.,Former President John F. Kennedy has died at the age of 87.","He was re-elected twice, but was the younger brother, a reporter of Queen Alexandr to the United States.","0.31531980633735657","0.18732787668704987","0.5384615659713745","nan","nan","0.0555555522441864","0.31531980633735657","0.277777761220932","0.277777761220932","0.277777761220932","0.277777761220932","0.15922915935516357","0.1111111044883728","0.15922915935516357","0","0.18732787668704987","0.1278274953365326","0.1278274953365326","0.1278274953365326","0.1278274953365326","0","0","0","0.0833333358168602","0.42105263471603394","0.4117647111415863","0.46666666865348816","0.5384615659713745","0.5384615659713745","0.2083333283662796","0.1666666716337204","0.2083333283662796","0.3684210479259491","0.4375","0.875","0","0","He theified, first of the version of hip,  younger generation was, her  to, the Royal of but the rest of the..,                     One   One One","0.25","0.10425720363855362","0.3333333432674408","0.3333333432674408","0.9166666865348816","0","0","0.3333333432674408"
"<NR>","ZuCo2","YFS","task2","Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""","Reagan said in his autobiography that he eventually gave in to these requests.,Reagan first rejected these requests, but later agreed after many sleepless nights.,Ronald Reagan initially rejected the requests, but he eventually accepted them after many sleepless nights.,Ronald Reagan eventually accepted the requests after initially dismissing them, according to his autobiography.,Reagan wrote in his autobiography that he eventually gave in to these requests.,Reagan wrote in his autobiography that he eventually gave in to these requests after initially laughing them off.,Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights."",""It's not a question of whether or not he's a good president. It's a question of whether or not he's a good president. It's a question of whether or not he's a good president.""","James Arlington Wright (December 3, 1927 - March 25, 1980) was an American poet and writer.","0","0","0","nan","nan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","He no known  the  for the the and he  at the booksss. ands. his the  herhe magazines'.. years Douglas. before     M M Ferdinand Ferdinand Ferdinand Ferdinand Kennedy  Ferdinand K           ","0.06896552443504333","0","0.1034482792019844","0.11764705926179886","1.2727272510528564","0","0","0.13636364042758942"
"<NR>","ZuCo2","YFS","task2","He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.","He played for the New Haven Eagles and Bronx Tigers in the Canadian-American Hockey League.,He played hockey for the New Haven Eagles and Bronx Tigers teams.,He played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,He played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,He played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,He played for the New Haven Eagles and Bronx Tigers.,He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,Former New York Rangers and New York Rangers goaltender John McIntyre has died at the age of 87.","He was reelected twice, but he was a member of the United States.","0.23076923191547394","0.1386750340461731","0.1875","nan","nan","0.13190831243991852","0.15384617447853088","0.197862446308136","0.197862446308136","0.197862446308136","0.15384617447853088","0.18321290612220764","0.10472499579191208","0.18321290612220764","0","0","0.11890052258968353","0.11890052258968353","0.11890052258968353","0","0.1100972443819046","0","0.1100972443819046","0.125","0.1666666716337204","0.1875","0.1875","0.1875","0.20000000298023224","0.1764705926179886","0.1111111119389534","0.1764705926179886","0.23076923191547394","0.2068965584039688","0.8125","0","0","He was moved business the Pentagon York To Star Moore Resn,,, Defense Vo Medalimportant of,., B   Reagan Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Reagan Kennedy Kennedy Reagan Reagan Reagan Kennedy Reagan Douglas Reagan Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas M Douglas Douglas Douglas Douglas Douglas Douglas","0.03846153989434242","0","0.057692307978868484","0.08695652335882187","3.125","0","0","0.1764705926179886"
"<NR>","ZuCo2","YFS","task2","While Franklin was finding himself in London, Deborah married a man named John Rodgers.","Deborah married John Rodgers while Franklin was in London.,Deborah married John Rodgers while Franklin was in London.,Deborah married John Rodgers while Franklin was in London.,Deborah married John Rodgers while Franklin was in London.,Deborah married John Rodgers while Franklin was in London.,Deborah married John Rodgers.,While Franklin was finding himself in London, Deborah married a man named John Rodgers.,Franklin's wife, Deborah, married a man named John Rodgers. Franklin's wife, Deborah, married a man named John Rodgers. Franklin's wife, Deborah, married a man named John Rodgers. Franklin's wife, Deborah, married a man named","He served in the United States Army in World War II and earned a lieutenant, where his brother George W. Bush and the Bush and the World War II George W. Bush.","0.058713316917419434","0","0.1428571492433548","nan","nan","0.03125","0.03125","0.03125","0.03125","0.03125","0","0.0625","0.029356658458709717","0.0625","0","0","0","0","0","0","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.1111111119389534","0","0.1428571492433548","0.02631578966975212","0.1428571492433548","0.0625","0.08695652335882187","2.142857074737549","0","0","He unsuccessful   in to the and and Ya fivea. that Fman.,,  Kennedy    In In In By In In On Kennedy Kennedy Kennedy Kennedy Kennedy Douglas Kennedy Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas","0.019999999552965164","0","0.019999999552965164","0.03125","3.5714285373687744","0","0","0.0714285746216774"
"<NR>","ZuCo2","YFS","task2","This proved to be an regrettable decision.","It was a bad decision.,This was a bad decision.,This was a bad decision.,This was a bad decision.,It was a bad decision.,This was a bad decision.,This proved to be a regrettable decision.,It was a mistake to think that he would be able to get away with it, but he was able to get away with it. He was able to get away with it because he was able to get away with it because he was able to get away with it","He served in the United States Army in World War II and graduated with five year.","0.125","0","0.03921568766236305","nan","nan","0","0","0","0","0","0","0","0.014024611562490463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03921568766236305","0","0.125","0.05970149114727974","2.2857143878936768","0","0","He T his   importantable. by,, Douglas He He He On On On Douglas On On Kennedy Kennedy Kennedy Kennedy Kennedy C Douglas C C C C C C The Bush Bush The Bush The The The The Bush The The C C C The C C C C The The The The C C The The The","0","0","0","0","8.142857551574707","0","0","0"
"<NR>","ZuCo2","YFS","task2","With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.","Deborah could not marry again because Rodgers' status was unclear and she could be punished for marrying another man.,Deborah was not free to marry again because her husband's situation was unknown and she could be punished for marrying another man.,Deborah Rodgers was not free to remarry because her husband's fate was unknown and bigamy was a punishable offense.,Deborah Rodgers was not free to remarry due to her husband's unknown fate and the offense of bigamy.,Deborah Rodgers was not free to remarry due to her husband's unknown fate and the laws against bigamy.,Deborah did not remarry due to Rodgers' unknown fate and the bigamy laws.,With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.,Deborah Rodgers was not free to remarry.","He served in the United States Army in World War II and earned a lieutenant, where his brother George H. Bush and the Bush forces.","0.1599999964237213","0.08164965361356735","0.1538461595773697","nan","nan","0.03999999910593033","0.03999999910593033","0.07999999821186066","0.07999999821186066","0.07999999821186066","0.07999999821186066","0.07999999821186066","0","0.07999999821186066","0","0","0","0.05773502588272095","0.05773502588272095","0.05773502588272095","0","0","0","0.05263157933950424","0.043478261679410934","0.10000000149011612","0.10526315867900848","0.10526315867900848","0.1538461595773697","0.10000000149011612","0","0.10000000149011612","0.07999999821186066","0.10526315867900848","1.25","0","0","He s wascs, in and his conviction able important adviser-  his boss Census of  for and and  - thea-d, with   He He The The On On On On On Kennedy Kennedy Kennedy Kennedy Kennedy Douglas Kennedy Douglas Douglas Kennedy Kennedy She Kennedy Kennedy Kennedy She She She","0.04255318641662598","0","0.06382978707551956","0.08955223858356476","2.25","0","0","0.15000000596046448"
"<NR>","ZuCo2","YFS","task2","He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).","He is the leader of the Justice and Development Party.,He is the leader of the Justice and Development Party.,Recep Tayyip Erdogan is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).,Recep Tayyip Erdogan is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).,He is the leader of the Justice and Development Party.,He leads the Adalet ve Kalkinma Partisi, also known as the Justice and Development Party.,He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).,He is the leader of the Justice and Development Party (AKP).","He served in the United States Army in World War II and earned a bachelor's degree in World War II Ronald.","0.1428571492433548","0","0.30000001192092896","nan","nan","0.1428571492433548","0.1428571492433548","0.0952380895614624","0.0952380895614624","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0","0","0","0","0","0","0.30000001192092896","0.30000001192092896","0.10526315867900848","0.10526315867900848","0.30000001192092896","0.20000000298023224","0.1764705926179886","0.27272728085517883","0.1764705926179886","0.13636364042758942","0.1875","1.1176470518112183","0","0","He was  younger of the Unitedlections ofa de Bellank Countyy thes'Mayt,   and the En., He Douglas He He T The Mystery He He T T T T T Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy","0.1041666641831398","0.0470777191221714","0.10204081982374191","0.1515151560306549","2.6470587253570557","0","0","0.29411765933036804"
"<NR>","ZuCo2","YFS","task2","Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.","Cheney was elected to represent Wyoming in the U.S. House of Representatives after Teno Roncalio left.,Cheney was elected to the U.S. House of Representatives for Wyoming to replace Teno Roncalio.,Cheney was elected to the U.S. House of Representatives to represent Wyoming, replacing Teno Roncalio.,Cheney was elected to represent Wyoming in the U.S. House of Representatives.,Cheney was elected to the U.S. House of Representatives to represent Wyoming.,Cheney was elected to the U.S. House of Representatives to represent Wyoming.,Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.,Former Vice President Dwight D. Cheney has been elected to represent Wyoming in the U.S. House of Representatives.","He served in the United States Army in World War II and graduated with his work on the city.","0.10526316612958908","0.07647190988063812","0.1538461595773697","nan","nan","0.10526316612958908","0.05263158306479454","0.05263158306479454","0.10526316612958908","0.05263158306479454","0.05263158306479454","0.09474607557058334","0.10526316612958908","0.09474607557058334","0.07647190988063812","0","0","0.07647190988063812","0","0","0.0688314214348793","0.07647190988063812","0.0688314214348793","0.11764705926179886","0.0625","0.0625","0.1538461595773697","0.07692307978868484","0.07692307978868484","0.09090909361839294","0.10526315867900848","0.09090909361839294","0.10526315867900848","0.125","1","0","0","Heney has the to the with with Philadelphia New.S. War, Staffs, the thewide,Hu.e and became he- For the with with the K Ri He He In In Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Douglas Kennedy Kennedy Kennedy Douglas Douglas Douglas Douglas Douglas Kennedy Douglas Douglas Kennedy","0.04081632196903229","0","0.07692307978868484","0.10810811072587967","2.238095283508301","0","0","0.1818181872367859"
"<NR>","ZuCo2","YFS","task2","She has authored or co-authored eight books and numerous articles.","She has written eight books and many articles.,She has written eight books and many articles.,She authored or co-authored eight books and numerous articles.,She authored or co-authored eight books and numerous articles.,She wrote eight books and many articles.,She wrote eight books and many articles.,She has authored or co-authored eight books and numerous articles.,She is a member of the American Academy of Arts and Sciences, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the American Philosophical Association, the","The Perrys have four children.","0","0","0.02222222276031971","nan","nan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02222222276031971","0","0.20000000298023224","0.03999999910593033","1","0","0","He was dieda with school-g...  skills,eur tinetine C C He He He Douglas Douglas Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy In Kennedy Kennedy Kennedy Kennedy Kennedy Kennedy In In In In In In In In C Kennedy C Samuel In In C C C Samuel Samuel Samuel Samuel Samuel","0","0","0","0","5.099999904632568","0","0","0"
"<NR>","ZuCo2","YFS","task2","She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.","She was the head of the National Endowment for the Humanities from 1986 to 1996, chosen by Ronald Reagan.,She was the head of the National Endowment for the Humanities from 1986 to 1996, chosen by Ronald Reagan.,Lynne V. Cheney served as Chair of the National Endowment for the Humanities from 1986 to 1996, appointed by Ronald Reagan.,Lynne Cheney served as the Chair of the National Endowment for the Humanities from 1986 to 1996, appointed by Ronald Reagan.,She was appointed by Ronald Reagan as Chair of the National Endowment for the Humanities from 1986 to 1996.,She was appointed Chair of the National Endowment for the Humanities by Ronald Reagan from 1986 to 1996.,She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.,She also served as Chair of the National Endowment for the Humanities from 1986 to 1996.","He served in the United States Army in World War II and earned a veteran at the University of Florida.","0.19999998807907104","0","0.25","nan","nan","0.14999999105930328","0.14999999105930328","0.1902458816766739","0.1902458816766739","0.14999999105930328","0.14999999105930328","0.19999998807907104","0.19999998807907104","0.19999998807907104","0","0","0","0","0","0","0","0","0","0.15789473056793213","0.15789473056793213","0.190476194024086","0.190476194024086","0.15789473056793213","0.1666666716337204","0.21052631735801697","0.25","0.21052631735801697","0.20000000298023224","0.2222222238779068","1","0","0","He was in the, 1987. a the Bush Presidentless. Texas Americanity.  in the Reagan,,    "" T In In In In In In In In Douglas Douglas Douglas Douglas In In Douglas In Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas Douglas","0.04081632196903229","0","0.0625","0.08955223858356476","2.526315689086914","0","0","0.15789473056793213"
